ulasan,rating,sentimen
Bagus,4,positif
Okeeeeeeeeeeeeeeeeee,5,positif
Aku kira cuma aku doang yg baru instal pas d buka tdk bisa trnyata bnyk yg ngeluh macam sy,1,negatif
Very good. Oke punya,5,positif
Kurang mudah dalam berlanganan,2,negatif
Ok,5,positif
Good.,5,positif
bagus cok bisa nonton squid game s 3,5,positif
Bagus film,5,positif
Aplika ini sangat tidak mendukung bagi rakyat jelata.Mohon maaf sebelumnya tapi saya sangat sarankan agar perbaiki kembali aplikasi ini.Kenapa harus melalu kartu kredit utk pembayaran nya?Anda tidak mikir?Tidak semua orang memiliki kartu kredit.Kenapa harus bayar dulu baru bisa masuk??Mohon perbaiki kembali aplikasi ini agar bisa di nikmati oleh semua orang.Percuma bagus tapi tidak memadai utk semua orang.,1,negatif
tidak bisa login akun. padahal password yang dimasukkan sudah benar,1,negatif
Good,5,positif
Bagus,5,positif
Mantap,5,positif
"Kepada pihak NETFLIX saya minta bantuan kenapa saya ngkk bisa sing in, email saya dan passowrnya udh bener selalu ada ""please try again and make sure you've entered the correct email and passwor"" Tapi passwornya udh bener sama emailnya tapi kok gini sih Tolong kepada pihak NETFLIX bantu saya. Saya mau nontoh film tapi cuma ada di NETFLIX, tapi ngkk bisa sing in terus saya mau nontonx gimana... Tolong dibantuu...",2,negatif
Wonderfull,5,positif
Mantap,5,positif
enak bisa nonton,5,positif
Mantap,2,negatif
Ok,5,positif
Aplikasi penyokong Israel,1,negatif
Okwe,5,positif
Murahan,1,negatif
Bagus,5,positif
Tetep juara lah daripada app yang lain,5,positif
disuruh login eamil pula,1,negatif
Kebanyakan horor. Banyakin film actionny lah,3,negatif
Filmnya Bagus tapi msh kadang error,5,positif
Sya beri stu krena emng aneh ini aplikasi,1,negatif
GRATIS DONG. FREEEEEEE FOR ME,5,positif
Awesome,5,positif
"Untuk pembayaran tolong di perbarui LG,, agar bsa menggunakan Dana, atau ovo..",1,negatif
OK 👍,3,negatif
Sekarang banyak film barat Korea nya banyak yang ga ada Tolong min perbaiki,4,positif
Great app for watching film ever! 😊😊😊😊😊,5,positif
Harus bayar UP,1,negatif
Rada gjls,3,negatif
Riweh,1,negatif
Blm nyoba sih,5,positif
👎👎👎👎👎👎👎👎👎👎👎👎👎👎,1,negatif
Aplikasi keren banyak video pilihan dan bagus bagus,5,positif
Mantep,5,positif
Best,5,positif
Bagus,5,positif
Good,5,positif
Percuma ngedownload juga gk bisa kebuka payah,1,negatif
Mau dicoba dulu yes,5,positif
Ok,5,positif
"udah bagus, cuman bikin biar bisa di ss dongg atau ga buat di rekamm, pengen masukin sw klo ada yg lucu², ini ga bisaa :))",4,positif
sebenernya udh bagus nonton gampang banyak pilihan tapi subtitle nya pas bagian cerah film nya kaga keliatan soalnya subtitle nya warna putih tolong tambahin pilihan warna subtitle dong Netflix semoga dilihat bantu up,3,negatif
🥰😇😊😍☺,5,positif
nice,5,positif
Taikk,1,negatif
"Gak jadi make habis download lgsg hapus lg. Masa pertama buka lgsg harus daftar sm dsruh bayar pdhl baru mau liat film yg aku pengen tonton ada ngga klo emg ada gpp bayar sebulan tp ini ga bsa liat menu nya lgsg harus daftar sm selesaikan pembayaran yg pembayaran nya pun ribet harus pake kartu kredit atau kartu debit gda pilihan shopeepay, ovo, atau gopay gt hufft",2,negatif
Ok,4,positif
Lumayan bagus sih,5,positif
Mantap,5,positif
Aku buka ko ga bisa ya??? 🤔🤔🤔,1,negatif
Nice,5,positif
Saya sangat suka,5,positif
Tidak bisa dibuka,1,negatif
Posting lebih di Indonesia 😘👍👍,5,positif
Very good,5,positif
Ngehe ....sudah download instoll pakai kuota...mau buka..di suruh daftar bayar lagi 54.000 asu....lebih baik buka di google aja..banyak situsnya,1,negatif
Kenapa netflix saya malah nggak bisa ke buka tolong dong pihak netflix nya,1,negatif
Recomended,5,positif
Ga gunaa bangsatt daftar bayar nonton bayar,1,negatif
Rekomendasi buat nonton film yg kualitas HD the best 👌,5,positif
Sukak,5,positif
⁵5,2,negatif
ga bisa daftar,1,negatif
👍,5,positif
Sering gk bsa login,1,negatif
"Aplikasi gblk, gabisa dibukak!!!",1,negatif
Ribet daftar nya tuk konek ke smartv gagal terus,1,negatif
Sangat Bagus kualitasnya,5,positif
"kok apk nya gabisa dibuka sama sekali yah, tolong masukannya.",1,negatif
Ok,5,positif
"Kenapa, sayamau lanjutkan berlangganan tidak bisa aktif lagi",5,positif
Bagus,5,positif
Masih banyak orang indo norak rupanya,5,positif
SURGAMU DI DEPAN MATA SOBAT,5,positif
Saya sudah langganan knp ngak bisa nonton dan tolong dung call center nya dung mau login ngak bisa gimana dung .tolong di bantu biar bisa menonton,1,negatif
aplikasi bangst,1,negatif
Good,5,positif
Gw kasih bintang 4 dulu y,4,positif
"the translate only japanese, why? do u think live in japan only japan people, why just u make all the same for all country. dang bro.. can u think again...",1,negatif
LU KALO NAYANGIN FILM YG BETUL LAH BDOH #BOIKOTUMBRELLA,1,negatif
Bgus,5,positif
Gk jelas,1,negatif
bagus👍👍👍,5,positif
"untuk sementara kasih bintang 1. sangat disayangkan walau niatnya mau langganan trus, tapi sayangnya kartu kredit kepotong otomatis untuk melakukan perpanjangan. intinya jangan melakukan potongan otomatis. seakan paksaan untukk perpanjang.😂",1,negatif
Aplikasi butut,1,negatif
Bagus,5,positif
Ok,5,positif
"Apk apaan ini ga jelas bngat , padahal udh langganan tpi film yg kita nonton tidak ditemukan , mending Blokir aja ini Apk",1,negatif
Min mohon bantuannya sudah berlangganan tidak bisa log in,3,negatif
Good luck,5,positif
1 dulu cok,1,negatif
menyesal banyak erornya 🗿,1,negatif
👍,5,positif
Tolong klw mau masukin akun langganan jgn di bikin muter2 mulu buat isi pin,2,negatif
apk cacat,1,negatif
"tolong dongg ini baru intro gua sm netflix, jangan kecewain pelanggannya min;(( kenapa gabisa masuk2 pdhal udh bikin list movie marathon-,-",1,negatif
di Coba dulu...,4,positif
Filem nya bagus bagus,5,positif
"Maaf, kenapa sekarang sudah tidak kompatibel lagi dgn hp xiaomi, padahal sebelumnya bisa",2,negatif
Ok,5,positif
"Pengen downlod ini, biar bisa nonton film horror asia. Tapi begitu pasang apk nya harus daptar dulu ya ? Saya gak tau sih ya, soal nya masih awam😅 Ok langsung daptar akun baru, hampir seleai tingal selangkah lagi ya itu masalah pembayaran kan yaa. Di situ kan harus pakai atm atau gopay. jujur saya terkendala di 2 metode itu. alasan nya, yaa sya gak punya atm dan gak gopay, terus gmna dong cara alternatif nya! Apa ada yg kasian sama saya😊",4,positif
Bagus.......,5,positif
Kok gak mau terbuka yah..udah 2 kali download selalu bgitu,1,negatif
Saya temon,5,positif
Pembayaran tdk bisa,2,negatif
Tolong bisa menggunakan pulsa untuk bayar,1,negatif
"Jelek banget masa mau login ga bisa malah disuruh cari akun, gw udh coba berkali2 tapi ga bisa, sampe ganti sandi gogle, percuma banget. Nyesel gwe downlod",1,negatif
Mayan lah ya,4,positif
Daftarnya ribet,1,negatif
Nice apps,5,positif
Kok tidak bisa masuk ya? Padahal email sudah saya masukan malah ada tulisan selesai pendaftaran terus?,1,negatif
Down,1,negatif
Zalal Zalal Netfix,5,positif
Good,5,positif
Ok,4,positif
Filmnya bagus-bagus,5,positif
Baru,5,positif
Ya ampun parah,1,negatif
Mayan,5,positif
Bagus,3,negatif
Tidak bagussssssss,1,negatif
Pembayaran kmarin saya udah ngerti.sekarang yg ke kendala knp ya film2 disney Marvel ga ada?korea nya juga kurang lengkap.agak nyesel udah bayar mahal tapi apa yg kita cari ga ada.harus ada app lain.,3,negatif
Apknya bagus,5,positif
Aduhh tolong dong Netflix Ini Mau Play di TV selalu buffering gk bisa Play Filmnya. Padahal udah sampe gonta ganti 3 akun tetep gk bisa semua. Kalo nonton di HP bisa Play Kalo di TV gk bisa,1,negatif
Hadeeh mau coba apk nya malah disuruh langganan. sebaiknya Gratis aja pasti yang download banyak banget. nyesel saya download bayar langganannya mahal jadi ga dapat nonton film di HP deh,1,negatif
👌👌👌,5,positif
Netfilx adaptaion,4,positif
Iri bilang bos?,5,positif
Pantek,1,negatif
bagus,5,positif
Ok,5,positif
Gaje,1,negatif
Programnya bagus,5,positif
"REMOVE ""THE UMBRELLA ACADEMY"" REMOVE!!!!!!!!!!",1,negatif
"Gak Akan Gw Pake Lagi,, Nyari Judul Gak Pernah Ada... Nyesel Mending Yg Lain 😎",1,negatif
boikot netflix,1,negatif
Apa harus bayar dulu baru bisa masuk . Ko.agak rumit yaa.,1,negatif
"Puass bgtt, disana banyak film yg gaada selain di Netflix, suka bgt!",5,positif
"Netflix harus meng hapus the umbrella academy 3 karna sudah menghina agama saya yaitu islam... Di karenakan ada tulisan Tuhan kamu yaitu Allah di lantai , karna nama Allah tidak boleh ada di lantai karena sama saja menghina menggejek dan menjelek kan agama islam",1,negatif
Pake isat aman tuh buat Netflix yuhuuuuuuu 😊,5,positif
Nice,5,positif
Good,5,positif
Di coba dulu,3,negatif
Aplikasi Anjeng,1,negatif
Download Netflix cma gara gara Queen Of Tears🤣🤣ANAK MAMI PAPI NGUMPULLL🤣🤣,5,positif
👌👌,5,positif
"Dari segi film dan seriesnya cukup lengkap dan menghibur di kala saat sedang bosan. Kalau bisa ditambah untuk metode pembayarannya. Gak hanya melalui kartu kredit tapi juga bisa lewat aplikasi dana, ovo ataupun yang lainnya, pasti lebih MANTAPP!",5,positif
Bayarnya g bisa pke pulsa sdngkn sya gapunya kartu kredit,3,negatif
Mantap,5,positif
Kerennn sih dabest lah,5,positif
Puas,5,positif
"aplikasi ini sangat bagus semua film movie sudah tersedia, tetapi yang menjadi permasalahnnya adalah aplikasi ini kenapa harus premium? tidak semua pengguna aplikasi ini orang kaya bro, jadi saya mohon untuk di mengerti, ini adalah kata-kata yang sudah lama saya simpan di lubuk hati saya yang paling dalam, sekian terimakasih🙏🏻",2,negatif
"saya pengennya yg gratisan tp malah bayar, download di website ajalah",1,negatif
Tidak bisa di akses,1,negatif
"Giliran mau bayar gabti dompet selalu nge lag , udah pakai uc brow,chrome,google,segala macam tetep ga bisa",1,negatif
Good,5,positif
Very very badd,5,positif
"apknya apa banget,masa iya cuma buat kaum kelas atas sih mana harganya mahal banget 🙄🙄",1,negatif
mau langganan di keterangan coba lagi terus aplikasi busuk!!!,1,negatif
Udah download agak lama tapi tiap dibuka kok tetep gak bisa ya?,1,negatif
Ok,5,positif
gmn si apk nya sya sudah daftar berapa kli tpi tdk bsa mlu,1,negatif
Bagus bagus filmnya🤎,5,positif
Cacingan,1,negatif
"Apk untuk nonton film luar dan dlm negri, bnyk jenis film nya termasuk anime",5,positif
Sedang,1,negatif
dipersulit buat mendaftar 😑,1,negatif
"Tbtb gk bsa di buka, pas dihapus krna mau di download ulang ehh malah gk bsa di download, GIMANA SIH 🤬🤬🤬🤬🤬🤬🤬",1,negatif
"Baru mau masuk, udah dapat peringatan ""Maaf kami tidak dapat menjangkau layanan netflix."" App yang sangat buruk",1,negatif
Good,5,positif
Kami mendukung Untuk bisa menonton film Yang ada,5,positif
"Film sangat lengkap,langganan pun murah. Very good",5,positif
hmm mantap,5,positif
Very good...hiburan gua klo dirumah aja...bnyk film2 seru nih.. keren,5,positif
"Baru download mau login ga bisa,malah coba lagi",5,positif
Xxx// yandex telkom,4,positif
Oke punya nich aplikasi,5,positif
"Great, lots of choices and I like that",5,positif
Gabisa log in sama sekali udh coba berkali kali masih ga bisa,1,negatif
Sangat menghibur waktu libur panjang kerja,4,positif
Top,4,positif
Aneh tidak bisa daftar padahal kata sandi dan email sudah benar apa Nerflixnya yang tidak benar hahahaha,1,negatif
"abis di update listnya harus ke menu tv show / movies dulu biar bisa di liat,enakan kaya dulu :( ribet sekarng",3,negatif
@#$&(/ £€=`✓€ @)$!#( )@#@,1,negatif
Akun aink palid goblog,1,negatif
Bagus,5,positif
Aplikasinya kaya tai gak ada bagus-bagusnya,1,negatif
wkwk seruu,5,positif
Coba dulu,1,negatif
"Ko di buka nggak bisa sih..di suruh tnggu beberapa saat tapi udah 3 jam nunggu ko ngga bisa"" sih",1,negatif
Payah,1,negatif
Good,5,positif
baik tingkat kan,5,positif
Gk bisa di buka apk nya pas masuk mlah keluar sendiri.,1,negatif
Mulau,2,negatif
Awokawok,1,negatif
Gk bisa masuk.apk ampas,1,negatif
Bagus,5,positif
Mantaf,5,positif
#TUTUPUMBRELLA P nayangin film yg bener tolol masa ada Lafadz Allah di lantai mikir lah tolol🖕🤬,1,negatif
Tidak mau terbuka,1,negatif
😇😇,5,positif
Bagus,5,positif
Mantap jiwa,5,positif
"Metflik anjiiing yg dipikir pertama duit dulu goblokkkkkkk,pelayan nggak tau bagus apa nggak",1,negatif
bagus,5,positif
"Saya udah daftar tp yg tertulis HAMPIR SELESAI. itu maksud apa ya, saya tdk mengerti",5,positif
"Ribet daftarnya, bayar harus pake kartu kredit... 👎👎",1,negatif
Bagus,5,positif
Stupid dev,1,negatif
Tambah lagi dong film baruu,5,positif
"Gini amat kualitas netflix ya padahal udah bulanan yg standar 720p sedangkan kualitas videonya kyk 240p jelek amat emang ngebug gini ya, sama filmnya terbatas lagi hadeh PAYAHHHHH 👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎",1,negatif
Ok,5,positif
"Tampilannya bikin puyeng, mana gw males scrol",1,negatif
Jahanam!!!,1,negatif
Mantap papi chulo,5,positif
Wah pokoknya wah bgt bgt bgt bgt bgt wahh dehhh,5,positif
Mayan,3,negatif
Mengecewakan,1,negatif
Aplikasinya JELEKKKKKKKK❌❗❗❗❗❗❗❗,1,negatif
ga kaya di apk lainnya daftar akun aja harus bayar,1,negatif
Fine!,5,positif
Ko gabisa masuk ya? Huhhhh baru pertama kali malah udh kecewa duluan,1,negatif
Ok,5,positif
.kloo,5,positif
Ribet aplikasinya mau masuk daftar keanggotaan aja susah. 💩💩,1,negatif
"Males ah netflixan dracinnya dikitt bangett koreanya yang banyak anehnya mana drakor kan sudah banyak platformnya miinn dracinnya nih langkaa mana beberapa kagak ada sub indonya lagiii woyy netflix yang dari indo niat ga sih masukin dracin???? Kalo niat kasih dong sub indoo lah gw nungguin ""accidentally in love"" dari jaman jebot belom ade subnyeee giliran drakor semua adaa mana series barat yg gw suka kaga ada subnyee jugaa!!! emosiii lah nih gwee pengen lamar jadi translatornyee boleh kagaa",1,negatif
Keren,5,positif
Harus berbayar ya baru bisa di tonton film nya,1,negatif
"Jelek banget, udah gausah download, mending download WeTV atau gak iflix. Untuk netflix bukan rekomendasi untuk kalian. Jelekkkkk bangetttt",1,negatif
Film jadul² dan subtitle ID nya sering kali tidak sesuai,1,negatif
W Delet..,1,negatif
Menurut saya film nya bagus semua terus kualitas nya bagus cuman saya mau bilang aja kalau ada beberapa animasi/film yang di ambil dari netflix contoh : arcane mohon cepat di tindak pihak yang membajak kalo ga salah nama app nya LokLok-movie,5,positif
I'm like,5,positif
good,5,positif
"Mau masuk aja susah, email & password nya aja dibilang ngk valid lah, aneh & ribet",1,negatif
Bagus,5,positif
Pembayaran ribet!!!!!!,1,negatif
Gak bisa masuk karena mentok di metode pembayaran. saran si mending metode pembayaran ditambah biar bisa memudahkan pelajar,1,negatif
Setelah baca testimoninya saya jd urung untuk brlangganan. Langsung uninstal lg ah...,1,negatif
👍👍👍👍👍👍👍,5,positif
good and nice,5,positif
"Baru perpanjang paketan, giliran mau nonton cuma muncul logo sama loading. Giliran mau di update aplikasinya juga sama loading terus. Udah coba pake paket data sama wifi sama aja nggak bisa kebuka tuh aplikasi 🙄",1,negatif
Netflix coba di ubah cara pembayarannya biar lebih mudah Kasian yang nggak punya kartu debit,1,negatif
Memuaskan,5,positif
ok banget,5,positif
Apan saya baru menginstal titaknbisa masuk apanan coba,1,negatif
"Filmnya bagus dan seru banget ceritanya , mantap",5,positif
"Mau duit atau gak sih developer ini, giliran mau login terjadi kesalahan terus",1,negatif
Flim seru yg Bru d Tonton,5,positif
Bla bla bla,5,positif
Is very perfect,5,positif
dikira bayar pake daun apa? jaringan bagus tapi ga muncul2 filmnya!,1,negatif
pay to win pay to win mau nonton doang bayar mana mahal lagi hedeh serba pakai duit gila duit nih dev nya,1,negatif
"Ayolah kenapa sih ini eror mulu klo mo streaming dihp, dilaptop aman lo padahal tapi ya nggak selamanya nonton dilaptop astaga ayolah perbaiki percuma bayar mahal klo tetep kek gini",1,negatif
Keren,5,positif
Good,5,positif
So far so good,5,positif
ada bnyak keluhan tapi ga dijawab!!!!,1,negatif
Aplikasi gobloggkkkkkk!!,1,negatif
Bjir gw kagak bisa login gimn nih min?,1,negatif
Pls 🙏 ya kak dari karyawan Netflix Karna jangan pakai bayar dan cuman masukin email nya dan sandi nya saya ingin banget nonton film the doll 3 dan pengabdi setan 2 😭 pls ya,1,negatif
kok bayar dulu,1,negatif
yaa,5,positif
Baik,4,positif
Apk appan GK jelas harus bayar diawal,1,negatif
Ribet banget sih baru mw daftar masa suruh orang byr ga gitu dong caranya tolong diperbaiki ya,1,negatif
Suka,5,positif
"Emang gbisa ya untuk berlangganan nya ga pake CC? Tolong di riset dulu kl memang mau berjualan di Indonesia! Ga semua pake CC! Payment Gateway sdh banyak, tinggal pake aja semua, beres! Dijamin banyak yang berlangganan! Sekian.",3,negatif
Terimakasih!!!,5,positif
Aplikasi ini kok tidak bisa di tv sih pebohong aja padahal pakentan nya wai fi tetep ngak bisa dasar pembohong,5,positif
Please netflix support pembayaran pakai gopay bisa gak?? Aku trauma klo dftr pke nomor debit. Klo gini kan mending aku pilih bajakan. Gak masalah pembyrn tp metodenya itulohhh bkin males daftar. Semoga dibaca dan dipertimbangkan.aku unistal dlu.. Nnti balik lg klo udah support pembyrn metode lain,2,negatif
Ok,5,positif
Aplikasi apa ini padahal email saya benar tapi disitu terus2an tidak bisa. Udah bela2in dwoanload malah kaya gini nyesel jadinya,1,negatif
Ok,5,positif
Nayamul,4,positif
Gak bisaaa,1,negatif
Anjink di buka knoa gk ada apa2 ....,1,negatif
Jossss,5,positif
Oke,5,positif
Gambar jernih,5,positif
Susah dan ribet,1,negatif
ini gimana daftar nya,1,negatif
Pendaftaran yg sangat ribet dan harga cukup mahal,1,negatif
Apaan si gak jelas banget udh daftar masih gak bisa di buka,4,positif
Baik,5,positif
"sandi nya salah terus pdhl udah bener, jd ga bisa login",1,negatif
"Apk nggk jelas,padahal email dan sandi benar,tapi di apk ini malah salah,aneh lah,rugi download apk ini",1,negatif
Pembayaran pake kartu kredit buruk sekalih dan menyusahkan yg ga punya. Coba bisa pake indomaret.,1,negatif
Alah apk gk guna,1,negatif
bagus,5,positif
"Masuk nya lama banget, harus nunggu 10 menit",5,positif
Tolol maksut lu apa anj ngehina agama Islam,1,negatif
ga bisa registrasi pas udah download malah ga bisa masuk masuk ke aplikasi capek ni neflik,1,negatif
